ID,Internal_id,germinated,total,non_germinated,rate,Source_name,name,Parents_id,Amplification_round_starting,Admixture_internal,Admixture_as_database,Latitude,Longitude,iso_alpha,Temperature,Data_germination_filtered_for_viability,sequencer,short_name,Collector,Accession_ID,bio1,bio2,bio3,bio4,bio5,bio6,bio7,bio8,bio9,bio10,bio11,bio12,bio13,bio14,bio15,bio16,bio17,bio18,bio19
9824,2021-0480,58,58,0,1,A. thaliana,IP-Bes-5,2016-175,9.2021,Spain,admixed,42.91,-4.91,ESP,20degree_LD,NA,Monsanto,Besande,Carlos Alonso-Blanco,CS76702,8.1,10.1,3.9,516.5,22.8,-2.6,25.4,5.5,15,15,1.8,845,102,44,23,277,156,156,228
9825,2021-0688,60,61,1,0.983606557,A. thaliana,IP-Boa-0,2017-306,9.2021,Spain,spain,40.4,-3.88,ESP,20degree_LD,NA,Monsanto,Boadilla del Monte,Carlos Alonso-Blanco,CS76714,13.7,10.4,3.5,660.5,30.8,1.3,29.5,9.5,22.5,22.5,5.6,429,52,11,36,146,51,51,126
9826,2021-0689,59,59,0,1,A. thaliana,IP-Bor-0,2017-307,9.2021,Spain,western_europe,42.49,-6.71,ESP,20degree_LD,NA,Monsanto,Borrenes,Carlos Alonso-Blanco,CS76717,10.4,10.2,3.8,552.7,25.5,-0.7,26.2,4.2,17.8,17.8,3.7,841,110,24,39,314,99,99,298
9833,2021-0768,66,66,0,1,A. thaliana,IP-Cha-0,2015-395,9.2021,Western Europe,spain,40.38,-4.21,ESP,20degree_LD,NA,Monsanto,Chapinería,Carlos Alonso-Blanco,CS76764,13.1,10.6,3.5,652.2,30.3,0.6,29.7,8.9,21.6,21.9,5.1,401,48,11,34,130,53,54,104
9834,2021-0692,64,64,0,1,A. thaliana,IP-Cho-0,2017-309,9.2021,Spain,spain,40.51,-3.9,ESP,20degree_LD,NA,Monsanto,La Chopera de las Rozas,Carlos Alonso-Blanco,CS76768,12.5,10.3,3.5,651.9,29.3,0.3,29,8.3,21,21.2,4.5,457,54,13,33,151,60,61,127
9835,2021-0693,52,52,0,1,A. thaliana,IP-Cir-0,2017-310,9.2021,Spain,admixed,40.61,-6.57,ESP,20degree_LD,NA,Monsanto,Ciudad Rodrigo,Carlos Alonso-Blanco,CS76772,13,10.2,3.6,611,29.2,1.6,27.6,6.3,21.2,21.2,5.6,700,92,9,48,269,55,55,260
9836,2021-0769,69,69,0,1,A. thaliana,IP-Cod-0,2015-016,9.2021,Sweden,spain,41.25,-1.32,ESP,20degree_LD,NA,Monsanto,Codos,Carlos Alonso-Blanco,CS76777,10.9,10.1,3.7,609.1,25.6,-1.6,27.2,13.1,4.3,18.8,3.3,438,66,23,34,159,79,111,82
9838,2021-0695,57,57,0,1,A. thaliana,IP-Cot-0,2017-312,9.2021,Spain,admixed,41.83,-5.38,ESP,20degree_LD,NA,Monsanto,Cotanes del Monte,Carlos Alonso-Blanco,CS76784,12.1,11.7,3.9,603.9,29.2,-0.1,29.3,8.3,19.8,20.1,4.5,392,47,14,31,133,59,61,106
9839,2021-0454,83,83,0,1,A. thaliana,IP-Coy-0,2015-631,9.2021,Spain,admixed,40.44,-4.27,ESP,20degree_LD,NA,Monsanto,Colmenar del Arroyo,Carlos Alonso-Blanco,CS76785,13.1,10.6,3.5,652.2,30.3,0.6,29.7,8.9,21.6,21.9,5.1,401,48,11,34,130,53,54,104
9840,2021-0439,76,76,0,1,A. thaliana,IP-Dar-0,2016-463,9.2021,Spain,spain,41.13,-1.43,ESP,20degree_LD,NA,Monsanto,Daroca,Carlos Alonso-Blanco,CS76792,10.5,10.1,3.6,609.9,25.1,-2.2,27.3,12.8,3.9,18.5,2.9,443,67,22,36,163,77,114,81
9841,2021-0696,85,86,1,0.988372093,A. thaliana,IP-Ees-0,2017-313,9.2021,Spain,spain,40.59,-4.15,ESP,20degree_LD,NA,Monsanto,San Lorenzo del Escorial,Carlos Alonso-Blanco,CS76836,11.9,10.4,3.5,645.8,28.8,-0.3,29.1,7.8,20.4,20.6,4.1,452,53,14,32,144,63,66,117
9843,2021-0697,79,79,0,1,A. thaliana,IP-Elp-0,2017-314,9.2021,Spain,spain,40.53,-3.92,ESP,20degree_LD,NA,Monsanto,El Pinar de las Rozas,Carlos Alonso-Blanco,CS76840,12.5,10.3,3.5,651.9,29.3,0.3,29,8.3,21,21.2,4.5,457,54,13,33,151,60,61,127
9844,2021-0698,94,94,0,1,A. thaliana,IP-Esn-2,2017-315,9.2021,Spain,spain,42.27,0.19,ESP,20degree_LD,NA,Monsanto,Escanilla,Carlos Alonso-Blanco,CS76846,10.8,10.1,3.7,578.1,25.5,-1.1,26.6,12.9,3.5,18.3,3.5,688,78,40,18,207,140,166,140
9845,2021-0699,96,97,1,0.989690722,A. thaliana,IP-Evs-0,2017-316,9.2021,Spain,spain,40.48,-3.96,ESP,20degree_LD,NA,Monsanto,Ermita Virgen del Soto,Carlos Alonso-Blanco,CS76848,13.7,10.4,3.5,660.5,30.8,1.3,29.5,9.5,22.5,22.5,5.6,429,52,11,36,146,51,51,126
9846,2021-0700,64,64,0,1,A. thaliana,IP-Ezc-2,2017-317,9.2021,Spain,spain,42.31,-3.02,ESP,20degree_LD,NA,Monsanto,Ezcaray,Carlos Alonso-Blanco,CS76849,7.9,10.3,3.8,570,23.7,-3,26.7,9.4,15.6,15.6,1.1,752,81,41,18,217,141,141,200
9849,2021-0455,59,59,0,1,A. thaliana,IP-Gud-3,2015-639,9.2021,Spain,admixed,40.65,-4.11,ESP,20degree_LD,NA,Monsanto,Guadarrama,Carlos Alonso-Blanco,CS76895,11.9,10.4,3.5,645.8,28.8,-0.3,29.1,7.8,20.4,20.6,4.1,452,53,14,32,144,63,66,117
9850,2021-0456,76,76,0,1,A. thaliana,IP-Hec-0,2015-640,9.2021,Spain,spain,42.86,-0.7,ESP,20degree_LD,NA,Monsanto,Hecho,Carlos Alonso-Blanco,CS76917,5.2,9,3.8,523.9,18.5,-5.1,23.6,-0.1,12.2,12.2,-1.1,1190,120,72,13,332,248,248,312
9851,2021-0703,87,87,0,1,A. thaliana,IP-Hue-3,2017-299,9.2021,Spain,western_europe,42.96,-6.1,ESP,20degree_LD,NA,Monsanto,Huergas de Babia,Carlos Alonso-Blanco,CS76942,7,10.3,4,528.9,22,-3.5,25.5,4,14.1,14.1,0.7,1000,125,45,28,342,161,161,305
9852,2021-0704,66,67,1,0.985074627,A. thaliana,IP-Ini-0,2017-318,9.2021,Spain,spain,40.46,-3.75,ESP,20degree_LD,NA,Monsanto,Madrid,Carlos Alonso-Blanco,CS76945,13.8,10.3,3.4,663.6,30.9,1.4,29.5,9.5,22.6,22.6,5.6,444,56,11,37,155,50,50,135
9853,2021-0443,82,82,0,1,A. thaliana,IP-Lac-0,2015-643,9.2021,Western Europe,western_europe,43.33,-5.91,ESP,20degree_LD,NA,Monsanto,Las Caldas,Carlos Alonso-Blanco,CS76996,11.1,9.7,4.3,440.7,23.8,1.3,22.5,8.8,16.8,16.9,5.8,877,117,43,27,297,152,160,234
9855,2021-0708,54,54,0,1,A. thaliana,IP-Lam-0,2017-319,9.2021,Spain,spain,40.57,-3.89,ESP,20degree_LD,NA,Monsanto,Las Matas,Carlos Alonso-Blanco,CS77008,12.5,10.3,3.5,651.9,29.3,0.3,29,8.3,21,21.2,4.5,457,54,13,33,151,60,61,127
9856,2021-0709,47,47,0,1,A. thaliana,IP-Lch-0,2017-320,9.2021,Spain,spain,40.51,-4,ESP,20degree_LD,NA,Monsanto,La Chaparrita,Carlos Alonso-Blanco,CS77010,11.9,10.4,3.5,645.8,28.8,-0.3,29.1,7.8,20.4,20.6,4.1,452,53,14,32,144,63,66,117
9857,2021-0710,90,90,0,1,A. thaliana,IP-Leg-0,2017-321,9.2021,Spain,spain,40.33,-3.8,ESP,20degree_LD,NA,Monsanto,Leganes,Carlos Alonso-Blanco,CS77019,14.1,10.6,3.5,670.6,31.6,1.4,30.2,9.7,23,23,5.8,433,53,10,37,149,48,48,130
9858,2021-0771,78,78,0,1,A. thaliana,IP-Loz-0,2015-679,9.2021,Central Europe,admixed,40.98,-3.8,ESP,20degree_LD,NA,Monsanto,Lozoya,Carlos Alonso-Blanco,CS77051,9.4,10.5,3.7,625.5,26.2,-2.1,28.3,7.6,17.9,17.9,2.2,558,65,20,28,169,84,92,144
9859,2021-0772,94,94,0,1,A. thaliana,IP-Lro-0,2016-464,9.2021,Spain,spain,40.5,-3.88,ESP,20degree_LD,NA,Monsanto,Las Rozas,Carlos Alonso-Blanco,CS77054,12.5,10.3,3.5,651.9,29.3,0.3,29,8.3,21,21.2,4.5,457,54,13,33,151,60,61,127
9860,2021-0711,66,66,0,1,A. thaliana,IP-Lum-0,2017-324,9.2021,Spain,spain,42.24,-2.62,ESP,20degree_LD,NA,Monsanto,Lumbreras,Carlos Alonso-Blanco,CS77059,9.7,10.7,3.9,577.7,25.6,-1.8,27.4,11.4,17.4,17.4,2.7,672,74,37,18,196,130,130,177
9861,2021-0712,79,79,0,1,A. thaliana,IP-Mac-0,2017-325,9.2021,Spain,spain,40.72,-3.21,ESP,20degree_LD,NA,Monsanto,Marchamalo,Carlos Alonso-Blanco,CS77061,12.4,10.3,3.5,653.9,29.1,0.3,28.8,8.2,21.1,21.1,4.5,440,54,13,32,146,62,62,116
9864,2021-0714,60,61,1,0.983606557,A. thaliana,IP-Mat-0,2017-326,9.2021,Spain,spain,41.76,2.69,ESP,20degree_LD,NA,Monsanto,Martorel de la Selva,Xavier Picó,CS77074,15.5,6.9,3,542.5,27.5,5,22.5,16.6,22.5,22.6,8.8,726,109,30,30,245,133,161,159
9866,2021-0444,58,58,0,1,A. thaliana,IP-Mdd-0,2016-018,9.2021,Spain,spain,41.89,-2.79,ESP,20degree_LD,NA,Monsanto,Molinos de Duero,Carlos Alonso-Blanco,CS77076,8.7,11,3.8,595.6,25.5,-3,28.5,10.4,16.7,16.7,1.6,660,75,36,19,196,124,124,173
9867,2021-0715,69,69,0,1,A. thaliana,IP-Mie-1,2017-327,9.2021,Spain,spain,40.94,-3.22,ESP,20degree_LD,NA,Monsanto,Mierla,Xavier Picó,CS77083,11.6,10.5,3.6,647.8,28.3,-0.4,28.7,7.5,20.2,20.3,3.8,466,53,15,29,147,69,72,121
9868,2021-0716,57,57,0,1,A. thaliana,IP-Moe-0,2017-328,9.2021,Spain,spain,41.78,2.37,ESP,20degree_LD,NA,Monsanto,Montseny,Xavier Picó,CS77104,12.6,7.1,3.1,541.8,25,2.6,22.4,17.4,6.2,19.8,6.2,839,98,47,20,253,173,202,173
9870,2021-0507,69,69,0,1,A. thaliana,IP-Moz-0,2016-970,9.2021,Central Europe,spain,41.91,0.17,ESP,20degree_LD,NA,Monsanto,Monzón,Carlos Alonso-Blanco,CS77111,13.3,10.9,3.8,617.8,29,0.5,28.5,15.8,5.4,21.2,5.4,487,60,26,24,155,90,114,90
9874,2021-0717,43,44,1,0.977272727,A. thaliana,IP-Oja-0,2017-329,9.2021,Spain,spain,42.34,-3,ESP,20degree_LD,NA,Monsanto,Ojacastro,Carlos Alonso-Blanco,CS77143,10.4,9.8,3.8,553,25.2,-0.3,25.5,7.2,17.8,17.8,3.7,661,69,34,19,193,125,125,178
9876,2021-0773,55,55,0,1,A. thaliana,IP-Pad-0,2015-119,9.2021,Sweden,spain,41.34,0.99,ESP,20degree_LD,NA,Monsanto,Prades,Carlos Alonso-Blanco,CS77158,13.2,9.4,3.5,596.8,27.5,1.3,26.2,13.9,6.8,21,5.8,598,69,26,26,181,117,137,117
9877,2021-0490,68,68,0,1,A. thaliana,IP-Pdl-0,2016-210,9.2021,Spain,admixed,43.02,-5.6,ESP,20degree_LD,NA,Monsanto,Piedrafita la Mediana,Carlos Alonso-Blanco,CS77165,8.7,10.2,4.1,500.9,22.9,-1.8,24.7,6,15.3,15.3,2.6,895,114,45,26,304,160,164,247
9878,2021-0719,97,97,0,1,A. thaliana,IP-Pee-0,2017-331,9.2021,Spain,spain,40.78,-3.62,ESP,20degree_LD,NA,Monsanto,Pedrezuela,Carlos Alonso-Blanco,CS77167,12.7,10.3,3.5,652.7,29.5,0.6,28.9,8.5,21.4,21.4,4.8,451,57,12,34,153,59,59,126
9881,2021-0721,59,59,0,1,A. thaliana,IP-Pie-0,2017-332,9.2021,Spain,admixed,40.46,-5.32,ESP,20degree_LD,NA,Monsanto,Piedrahita,Carlos Alonso-Blanco,CS77176,8.5,11.1,3.7,619.6,26.2,-3.2,29.4,4.7,16.9,17,1.4,625,74,19,33,197,80,85,176
9882,2021-0464,48,48,0,1,A. thaliana,IP-Pil-0,2015-662,9.2021,Spain,spain,40.46,-4.26,ESP,20degree_LD,NA,Monsanto,Pico Almenara,Carlos Alonso-Blanco,CS77178,13.1,10.6,3.5,652.2,30.3,0.6,29.7,8.9,21.6,21.9,5.1,401,48,11,34,130,53,54,104
9883,2021-0722,55,55,0,1,A. thaliana,IP-Piq-0,2017-300,9.2021,Spain,spain,42.1,-2.56,ESP,20degree_LD,NA,Monsanto,Piqueras,Carlos Alonso-Blanco,CS77179,7.8,10.9,3.9,582.7,24.2,-3.7,27.9,9.4,15.7,15.7,0.9,756,84,42,18,222,145,145,199
9885,2021-0491,82,82,0,1,A. thaliana,IP-Prd-0,2016-216,9.2021,Spain,spain,41.14,-3.68,ESP,20degree_LD,NA,Monsanto,Prádena,Carlos Alonso-Blanco,CS77189,9.4,10.5,3.7,621.8,26.1,-2.2,28.3,11,17.8,17.8,2.1,560,66,21,27,171,86,95,143
9886,2021-0723,57,57,0,1,A. thaliana,IP-Pru-0,2017-301,9.2021,Spain,spain,42.38,1.73,ESP,20degree_LD,NA,Monsanto,Prullans,Xavier Picó,CS77190,6,7.6,3.3,546.1,19.1,-3.7,22.8,7.1,0.2,13.4,-0.3,1129,122,76,14,322,243,269,247
9888,2021-0725,86,86,0,1,A. thaliana,IP-Pva-1,2017-333,9.2021,Spain,spain,40.93,-3.31,ESP,20degree_LD,NA,Monsanto,Puebla de Valles,Xavier Picó,CS77197,11.6,10.5,3.6,647.8,28.3,-0.4,28.7,7.5,20.2,20.3,3.8,466,53,15,29,147,69,72,121
9890,2021-0726,69,69,0,1,A. thaliana,IP-Rib-1,2017-334,9.2021,Spain,admixed,43.16,-5.07,ESP,20degree_LD,NA,Monsanto,Ribota,Carlos Alonso-Blanco,CS77217,8.1,9.9,4,501.8,22.3,-2.3,24.6,5.6,14.7,14.8,2.1,902,111,47,24,299,167,169,245
9891,2021-0494,56,56,0,1,A. thaliana,IP-Sal-0,2016-971,9.2021,Spain,spain,41.93,2.92,ESP,20degree_LD,NA,Monsanto,Santa Pellaia,Xavier Picó,CS77230,14.9,7.1,3.1,535.8,26.9,4.4,22.5,16,21.9,22,8.4,731,106,32,28,238,140,160,159
9892,2021-0727,78,79,1,0.987341772,A. thaliana,IP-Sam-0,2017-335,9.2021,Spain,admixed,42.68,-6.96,ESP,20degree_LD,NA,Monsanto,Sampron,Carlos Alonso-Blanco,CS77231,9.2,9.7,3.9,514.1,23.5,-1.1,24.6,3.5,16,16,3,1030,133,34,36,377,131,131,355
9895,2021-0728,92,92,0,1,A. thaliana,IP-Sfb-6,2017-336,9.2021,Spain,spain,41.78,2.57,ESP,20degree_LD,NA,Monsanto,Sant Feliu de Buixalleu,Xavier Picó,CS77248,14.8,7,3.1,545.7,26.9,4.4,22.5,19.6,21.9,22,8.1,783,103,38,24,246,160,181,169
9897,2021-0729,65,67,2,0.970149254,A. thaliana,IP-Smt-1,2017-337,9.2021,Spain,admixed,40.95,-5.63,ESP,20degree_LD,NA,Monsanto,Santa Marta de Tormes,Xavier Picó,CS77257,11.9,11.8,4,613,29.3,-0.1,29.4,7.9,19.9,20.2,4.5,412,49,11,34,137,55,56,116
9898,2021-0468,87,87,0,1,A. thaliana,IP-Som-0,2015-672,9.2021,Spain,spain,41.14,-3.58,ESP,20degree_LD,NA,Monsanto,Somosierra,Carlos Alonso-Blanco,CS77259,9.3,10.6,3.7,624.4,26.1,-2.3,28.4,10.9,17.7,17.7,2,569,66,22,26,172,89,98,147
9899,2021-0732,94,94,0,1,A. thaliana,IP-Tau-0,2017-338,9.2021,Spain,spain,42.54,0.84,ESP,20degree_LD,NA,Monsanto,Taüll,Xavier Picó,CS77342,2.5,7.3,3.2,536.4,15.2,-7.4,22.6,3.4,9.7,9.7,-3.7,1352,142,90,12,381,304,304,318
9901,2021-0499,86,86,0,1,A. thaliana,IP-Urd-1,2016-226,9.2021,Spain,spain,42.27,-2.98,ESP,20degree_LD,NA,Monsanto,Urdanta,Carlos Alonso-Blanco,CS78824,8.3,10.4,3.8,571.7,24.1,-2.8,26.9,9.8,16,16,1.5,742,80,40,18,214,140,140,198
9902,2021-0734,91,92,1,0.989130435,A. thaliana,IP-Usa-0,2017-339,9.2021,Spain,spain,40.71,-3.24,ESP,20degree_LD,NA,Monsanto,Usanos,Carlos Alonso-Blanco,CS78825,12.4,10.3,3.5,653.9,29.1,0.3,28.8,8.2,21.1,21.1,4.5,440,54,13,32,146,62,62,116
9903,2021-0478,96,96,0,1,A. thaliana,IP-Val-0,2015-676,9.2021,Spain,spain,42.31,-3.1,ESP,20degree_LD,NA,Monsanto,Valgañon,Carlos Alonso-Blanco,CS78829,7.9,10.3,3.8,570,23.7,-3,26.7,9.4,15.6,15.6,1.1,752,81,41,18,217,141,141,200
9904,2021-0735,54,54,0,1,A. thaliana,IP-Vas-0,2017-340,9.2021,Spain,spain,40.95,-3.31,ESP,20degree_LD,NA,Monsanto,Valdesotos,Carlos Alonso-Blanco,CS78833,11.6,10.5,3.6,647.8,28.3,-0.4,28.7,7.5,20.2,20.3,3.8,466,53,15,29,147,69,72,121
9906,2021-0713,43,43,0,,A. thaliana,IP-Mah-6,2017-341,9.2021,Spain,admixed,40,4.25,ESP,20degree_LD,NA,Monsanto,Mahon,Xavier Picó,CS77063,16.8,7.2,3.4,500.4,28.4,7.4,21,14.9,23.2,23.6,11,597,98,5,53,256,45,89,184
9908,2021-0805,76,77,1,0.987012987,A. thaliana,ESP-1-11,"9908 (Almudena Molla Morales, Austria)",9.2021,Western Europe,western_europe,50.72,3.47,FRA,20degree_LD,NA,Monsanto,,0,CS76847,10.1,7.2,3.3,533,21.9,0.2,21.7,7.2,6.2,16.7,3.2,723,72,45,13,205,148,195,171
991,2021-0479,94,95,1,0.989473684,A. thaliana,Ale-Stenar-41-1,2016-028,9.2021,Sweden,south_sweden,55.38,14.05,SWE,20degree_LD,NA,GMI,Ales Stenar,Jon Ågren,CS76651,7.9,5.5,2.4,610.8,20,-2.2,22.2,15.4,2.4,15.9,0.5,585,63,32,21,180,103,168,136
9910,2021-0806,58,58,0,1,A. thaliana,BRI-2,"9910 (Almudena Molla Morales, Austria)",9.2021,Western Europe,western_europe,50.68,3.52,FRA,20degree_LD,NA,Monsanto,,0,CS76725,10,7.3,3.3,538.1,21.8,0,21.8,7.1,6.1,16.7,3,754,74,48,12,213,158,201,182
9912,2021-0807,77,77,0,1,A. thaliana,CIRY-13,"9912 (Almudena Molla Morales, Austria)",9.2021,Western Europe,western_europe,46.67,4.55,FRA,20degree_LD,NA,Monsanto,,0,CS76773,10.4,8.2,3.2,620.3,24.2,-1.2,25.4,16.6,6.5,18.2,2.2,799,81,54,14,217,164,217,183
9917,2021-0808,105,105,0,1,A. thaliana,RAD-21,"9917 (Almudena Molla Morales, Austria)",9.2021,Western Europe,western_europe,46.69,4.34,FRA,20degree_LD,NA,Monsanto,,0,CS77200,10.4,8.2,3.2,615.6,24.1,-1,25.1,18.2,6.6,18.2,2.3,789,82,53,15,218,161,218,180
9918,2021-0809,68,68,0,1,A. thaliana,SAUL-24,"9918 (Almudena Molla Morales, Austria)",9.2021,Western Europe,western_europe,47.43,5.21,FRA,20degree_LD,NA,Monsanto,,0,CS77237,10.5,8.8,3.3,629.9,24.7,-1.3,26,16.8,6.6,18.4,2.1,796,77,52,13,211,167,211,196
992,2021-0767,87,88,1,0.988636364,A. thaliana,Ale-Stenar-44-4,2015-017,9.2021,Sweden,south_sweden,55.38,14.05,SWE,20degree_LD,NA,GMI,Ales Stenar,Jon Ågren,CS76652,7.9,5.5,2.4,610.8,20,-2.2,22.2,15.4,2.4,15.9,0.5,585,63,32,21,180,103,168,136
9925,2021-0810,62,62,0,1,A. thaliana,RUM-20,"9925 (Almudena Molla Morales, Austria)",9.2021,Western Europe,western_europe,48.91,4.52,FRA,20degree_LD,NA,Monsanto,,0,CS77226,9.9,9.1,3.6,582.1,23.6,-1.3,24.9,17.2,6.1,17.2,2.3,684,74,44,14,196,140,196,171
9926,2021-0811,53,53,0,1,A. thaliana,TRE-1,"9926 (Almudena Molla Morales, Austria)",9.2021,Western Europe,western_europe,48.86,4.1,FRA,20degree_LD,NA,Monsanto,,0,CS77385,10.1,9.3,3.7,577,24,-1,25,17.4,6.3,17.4,2.6,626,67,39,14,178,127,178,153
9927,2021-0684,60,65,5,0.923076923,A. thaliana,ARR-17,2017-271,9.2021,Western Europe,western_europe,44.05,3.69,FRA,20degree_LD,NA,Monsanto,,0,CS76673,11.1,9.9,3.7,585.2,26,-0.6,26.6,11.9,18.7,18.7,3.8,762,87,40,18,229,161,161,181
9928,2021-0812,66,66,0,1,A. thaliana,BEZ-9,"9928 (Almudena Molla Morales, Austria)",9.2021,Western Europe,western_europe,44.12,3.77,FRA,20degree_LD,NA,Monsanto,,0,CS76703,11.1,9.9,3.7,585.2,26,-0.6,26.6,11.9,18.7,18.7,3.8,762,87,40,18,229,161,161,181
9931,2021-0446,81,81,0,1,A. thaliana,MOU2-25,2015-681,9.2021,Western Europe,western_europe,43.98,4.31,FRA,20degree_LD,NA,NA,NA,NA,NA,13.4,10.1,3.6,605.1,28.8,1.1,27.7,14,21.4,21.4,5.8,748,108,28,30,257,123,123,190
9935,2021-0813,75,75,0,1,A. thaliana,BAU-15,"9935 (Almudena Molla Morales, Austria)",9.2021,Western Europe,western_europe,50.6,2.93,FRA,20degree_LD,NA,Monsanto,,0,CS76694,10.1,7.3,3.3,520.7,22,0.5,21.5,11,6.3,16.6,3.4,665,70,42,14,194,133,176,153
9937,2021-0814,74,76,2,0.973684211,A. thaliana,CATS-6,"9937 (Almudena Molla Morales, Austria)",9.2021,Western Europe,western_europe,50.79,2.69,FRA,20degree_LD,NA,Monsanto,,0,CS76760,10.1,6.8,3.2,511.8,21.4,0.7,20.7,11.2,6.2,16.5,3.5,678,75,42,16,205,134,181,156
9938,2021-0598,68,68,0,1,A. thaliana,WAV-8,2017-086,9.2021,Western Europe,western_europe,50.65,2.99,FRA,20degree_LD,NA,Monsanto,,0,CS78854,10.1,7.3,3.3,520.7,22,0.5,21.5,11,6.3,16.6,3.4,665,70,42,14,194,133,176,153
9938,2021-0815,116,116,0,1,A. thaliana,WAV-8,"9938 (Almudena Molla Morales, Austria)",9.2021,Western Europe,western_europe,50.65,2.99,FRA,20degree_LD,NA,Monsanto,,0,CS78854,10.1,7.3,3.3,520.7,22,0.5,21.5,11,6.3,16.6,3.4,665,70,42,14,194,133,176,153
9942,2021-0603,52,52,0,1,A. thaliana,Agu-1,2017-204,9.2021,Spain,spain,41.32,-1.34,ESP,20degree_LD,NA,MPI,,,CS76409,10.6,10.3,3.7,611.2,25.5,-2,27.5,12.9,4,18.6,3,450,67,24,33,162,83,112,87
9949,2021-0660,83,83,0,1,A. thaliana,Qui-0,2017-227,9.2021,Spain,western_europe,42.69,-6.93,ESP,20degree_LD,NA,MPI,,,CS76417,9.2,9.7,3.9,514.1,23.5,-1.1,24.6,3.5,16,16,3,1030,133,34,36,377,131,131,355
9950,2021-0679,42,42,0,1,A. thaliana,Vie-0,2017-233,9.2021,Spain,spain,42.63,0.76,ESP,20degree_LD,NA,MPI,,,CS76418,3.3,7.6,3.3,538.2,16.2,-6.6,22.8,4.4,10.6,10.6,-2.9,1294,137,86,13,369,292,292,301
997,2021-0512,57,57,0,1,A. thaliana,Ale-Stenar-56-14,2017-101,9.2021,Sweden,south_sweden,55.38,14.05,SWE,20degree_LD,NA,GMI,Ales Stenar,Jon Ågren,CS76653,7.9,5.5,2.4,610.8,20,-2.2,22.2,15.4,2.4,15.9,0.5,585,63,32,21,180,103,168,136